,Business Name,Source,Street Address,City,State,Zip,Title.1,Document URL,Key Nature,Docket Num,Court Juris,Filed Date
30,Infinitude Auto Sales,https://www.corporationwiki.com/,29000 Mission Blvd,Hayward,CA,94544,"Hinson v. Infinitude Auto Sales, A Business Entity Of Unknow",https://www.westlaw.com/Document/I2474AB49DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e75b6faf65100e5b%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D8%26alertGuid%3Di0ad60f7700000160d78e42898c1447b6&listSource=Alert&list=DocketAlertNext&rank=8&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad60f7700000160d78e42898c1447b6,Contracts,RG20070345,CA Alameda Super. Ct.,2020-07-31
31,"Nationwide Mutual Insurance Company, A Corporation",,,,,,"Hinson v. Infinitude Auto Sales, A Business Entity Of Unknow",https://www.westlaw.com/Document/I2474AB49DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6403c00000173e75b6faf65100e5b%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D8%26alertGuid%3Di0ad60f7700000160d78e42898c1447b6&listSource=Alert&list=DocketAlertNext&rank=8&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad60f7700000160d78e42898c1447b6,Contracts,RG20070345,CA Alameda Super. Ct.,2020-07-31
32,"Ean Holdings, LLC",https://businesssearch.sos.ca.gov/,600 CORPORATE PARK DR,SAINT LOUIS,MO,63105,Carmen Morales v. Kyle Stokes Et Al,https://www.westlaw.com/Document/I13369DF2DD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D40%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=40&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Automobile/Motor Vehicle Insurance",20CV369228,CA Santa Clara Super. CT.,2020-08-07
33,"Enterprise Rent-A-Car Co Of San Francisco, LLC",https://www.corporationwiki.com/,32083 Alvarado Niles Rd,Union City,CA,94587,Carmen Morales v. Kyle Stokes Et Al,https://www.westlaw.com/Document/I13369DF2DD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D40%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=40&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Automobile/Motor Vehicle Insurance",20CV369228,CA Santa Clara Super. CT.,2020-08-07
34,"Mag Trucking, Inc",,,,,,Michael Hanna v. Lin Pham Et Al,https://www.westlaw.com/Document/I13369ECADD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D162%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=162&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Automobile/Motor Vehicle Insurance",20CV369190,CA Santa Clara Super. CT.,2020-08-07
35,"Ean Holdings, LLC",https://businesssearch.sos.ca.gov/,600 CORPORATE PARK DR,SAINT LOUIS,MO,63105,Carmen Morales v. Kyle Stokes Et Al,https://www.westlaw.com/Document/I13369DF2DD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6404100000173e77943a1a4b25115%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D78%26alertGuid%3Di0ad606680000016d19c6dc1be05dfd3e&listSource=Alert&list=DocketAlertNext&rank=78&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606680000016d19c6dc1be05dfd3e,"Contracts, Automobile/Motor Vehicle Insurance",20CV369228,CA Santa Clara Super. CT.,2020-08-07
36,"Enterprise Rent-A-Car Co Of San Francisco, LLC",https://www.corporationwiki.com/,32083 Alvarado Niles Rd,Union City,CA,94587,Carmen Morales v. Kyle Stokes Et Al,https://www.westlaw.com/Document/I13369DF2DD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6404100000173e77943a1a4b25115%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D78%26alertGuid%3Di0ad606680000016d19c6dc1be05dfd3e&listSource=Alert&list=DocketAlertNext&rank=78&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606680000016d19c6dc1be05dfd3e,"Contracts, Automobile/Motor Vehicle Insurance",20CV369228,CA Santa Clara Super. CT.,2020-08-07
37,"Mag Trucking, Inc",,,,,,Michael Hanna v. Lin Pham Et Al,https://www.westlaw.com/Document/I13369ECADD2B11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad6404100000173e77943a1a4b25115%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D106%26alertGuid%3Di0ad606680000016d19c6dc1be05dfd3e&listSource=Alert&list=DocketAlertNext&rank=106&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606680000016d19c6dc1be05dfd3e,"Contracts, Automobile/Motor Vehicle Insurance",20CV369190,CA Santa Clara Super. CT.,2020-08-07
38,"General Motors LLC, a Delaware limited liability company",,,,,,"Avalos, Stephanie v. General Motors LLC, a Delaware limited liability company",https://www.westlaw.com/Document/I616FA770DD1511EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D32%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=32&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Breach of Contract",20CV01607,CA Butte Super. Ct.,2020-08-12
39,"General Motors, LLC",,,,,,"A Shade Darker, Inc. v. General Motors, LLC",https://www.westlaw.com/Document/I247482F6DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D4%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=4&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Breach of Warranty",SCV-266864,CA Sonoma Super. Ct.,2020-08-11
40,"Silveira Buick Gmc, Inc.",https://businesssearch.sos.ca.gov/,985 HEALDSBURG AVE,HEALDSBURG,CA,95448,"A Shade Darker, Inc. v. General Motors, LLC",https://www.westlaw.com/Document/I247482F6DD1811EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D4%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=4&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Breach of Warranty",SCV-266864,CA Sonoma Super. Ct.,2020-08-11
41,GH MOTORSPORTS LLC,https://businesssearch.sos.ca.gov/,"7833 SEPULVEDA BLVD., UNIT 23",VAN NUYS,CA,91405,"AFC CAL, LLC V. GH MOTORSPORTS LLC",https://www.westlaw.com/Document/I5E6E6FA7DD1C11EAACFACD2D37FB36E9/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D6%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=6&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154387-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
42,BENJAMIN KOO & CO. CPAS A CALIFORNIA CORPORATION,,,,,,"AJCSYC, LLC, A LIMITED LIABILITY COMPANY, ASSIGNEE OF CHO & KAHNG, AN ACCOUNTANCY CORPORATION V. BENJAMIN KOO & CO., CPAS, A PROFESSIONAL CORPORATION, A CALIFORNIA CORPORATION",https://www.westlaw.com/Document/I0A5E5710DCFE11EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D8%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=8&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30347,CA LOS ANGELES SUPER. CT.,2020-08-11
43,HARVARD HEIGHTS HOMEOWNERS ASSOCIATION,https://businesssearch.sos.ca.gov/,1750 N HARVARD BLVD,LOS ANGELES,CA,90027,"AKIKO MINAMI V. HARVARD HEIGHTS HOMEOWNERS ASSOCIATION, A CALIFORNIA MUTUAL-BENEFIT, NONPROFIT CORPORATION",https://www.westlaw.com/Document/I6D9EC1F5DD3411EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D9%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=9&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30407,CA LOS ANGELES SUPER. CT.,2020-08-10
44,"American Honda Motor Co., Inc., A California Corporation",,,,,,"Albert Flores, Jr. Et Al v. American Honda Motor Co., Inc., A California Corporation",https://www.westlaw.com/Document/IA034DF29DD2111EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D11%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=11&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"Contracts, Breach of Warranty",BCV-20-101877,CA Kern Super Ct.,2020-08-12
45,AC ENGINEERING GROUP INC.,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D12%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=12&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
46,BZ DESIGN INC.,https://businesssearch.sos.ca.gov/,4700 NATICK AVE # 314,SHERMAN OAKS,CA,91403,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D12%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=12&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
47,CALLAND ENGINEERING INC.,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D12%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=12&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
48,GEOBODEN INC ,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D12%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=12&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
49,P.A. & ASSOCIATES INC. AN ENTITY OF FORM UNKNOWN,,,,,,"ALBERT POGOSYAN, ET AL. V. BZ DESIGN INC., A CALIFORNIA CORPORATION, ET AL.",https://www.westlaw.com/Document/I9719CFDEDD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D12%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=12&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30466,CA LOS ANGELES SUPER. CT.,2020-08-11
50,"SELLOUT RESTAURANT GROUP, LLC",,,,,,"ANDREW CARR V. SELLOUT RESTAURANT GROUP, LLC",https://www.westlaw.com/Document/I5FD8FCD8DD1C11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D20%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=20&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154461-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
51,"KABUKI RESTAURANTS, INC.",https://businesssearch.sos.ca.gov/,"4465 WILSHIRE BLVD, #100",LOS ANGELES,CA,90010,"ANDREW CARR V. SELLOUT RESTAURANT GROUP, LLC",https://www.westlaw.com/Document/I5FD8FCD8DD1C11EAB1FAF5A0AEE61CE8/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D20%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=20&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154461-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-10
52,THE STATE OF CALIFORNIA,,,,,,ARROWHEAD V. MEDRANO,https://www.westlaw.com/Document/I39E70B5FDD2611EA8C24C7BE4F705CAD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D25%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=25&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",CIVDS2015693,CA SAN BERNARDINO SUPER. CT,2020-07-28
53,GEAUX WATER LLC COMPANY,,,,,,"BRUNET HOLDING, LLC, A DELAWARE LIMITED LIABILITY COMPANY, ET AL. V. REACTWELL, LLC, A LOUISIANA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I9719D015DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D37%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=37&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30418,CA LOS ANGELES SUPER. CT.,2020-08-11
54,REACTWELL LLC COMPANY,,,,,,"BRUNET HOLDING, LLC, A DELAWARE LIMITED LIABILITY COMPANY, ET AL. V. REACTWELL, LLC, A LOUISIANA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I9719D015DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D37%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=37&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30418,CA LOS ANGELES SUPER. CT.,2020-08-11
55,SAFETY SPOT INC.,https://businesssearch.sos.ca.gov/,525 S. HEWITT STREET,LOS ANGELES,CA,90013,"BRUNET HOLDING, LLC, A DELAWARE LIMITED LIABILITY COMPANY, ET AL. V. REACTWELL, LLC, A LOUISIANA LIMITED LIABILITY COMPANY, ET AL.",https://www.westlaw.com/Document/I9719D015DD3411EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D37%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=37&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",20STCV30418,CA LOS ANGELES SUPER. CT.,2020-08-11
56,"GNA SPRINGS, LLC",,,,,,"CALEB STEVEN CALLISON V. GNA SPRINGS, LLC",https://www.westlaw.com/Document/IB43EF1D8DCA511EAA4A6DA07B08DE5CD/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D38%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=38&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",30-2020-01154322-CU-BC-CJC,CA ORANGE SUPER. CT.,2020-08-07
57,FCA US LLC,https://businesssearch.sos.ca.gov/,1000 CHRYSLER DRIVE,AUBURN HILLS,MI,48326,"COSSEY V. FCA US LLC, ET AL",https://www.westlaw.com/Document/IEACCA5BADD2511EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D51%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=51&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",CIVDS2015779,CA SAN BERNARDINO SUPER. CT,2020-07-29
58,"MOSS BROS., INC",,,,,,"COSSEY V. FCA US LLC, ET AL",https://www.westlaw.com/Document/IEACCA5BADD2511EAAF3CEDF8C55E6C34/View/FullText.html?navigationPath=Alert%2Fv1%2FlistNavigation%2FDocketAlertNext%2Fi0ad84c0e00000173e78091172c3ac156%3FtransitionType%3DDocketAlert%26originationContext%3DSearch%2520Result%26contextData%3D%2528sc.DocketAlert%2529%26rank%3D51%26alertGuid%3Di0ad606da00000172c6624f284bf67555&listSource=Alert&list=DocketAlertNext&rank=51&originationContext=Search%20Result&transitionType=DocketAlert&contextData=%28sc.DocketAlert%29&VR=3.0&RS=cblt1.0&alertGuid=i0ad606da00000172c6624f284bf67555,"CONTRACTS, BREACH OF WARRANTY",CIVDS2015779,CA SAN BERNARDINO SUPER. CT,2020-07-29
